0.236471415,0.019233942,,,,,1056.526,0.007926941,,12.29448514,133282.9412,,,,,,,,,,
0.261535406,0.018342257,,,,,1106.588,0.007884026,,14.25862764,140358.2459,,,,,,,,,,
0.267661333,0.024658442,,,,,1169.912,0.007475376,,10.85475465,156502.0916,,,,,,,,,,
0.247406006,0.026378155,,,,,1101.124,0.0076437,,9.379200636,144056.4191,,,,,,,,,,
0.242046595,0.026434183,,,,,1483.853,0.008167505,,9.156575541,181677.6301,,,,,,,,,,
0.241778374,0.011036396,,,,,1056.526,0.008013964,,21.9073666,131835.6359,,,,,,,,,,
0.24945116,0.030837536,,,,,1106.588,0.114596367,,8.089205363,9656.396883,,,,,,,,,,
0.254766941,0.017305136,,,,,1169.912,0.007987261,,14.72204235,146472.2421,,,,,,,,,,
0.254369974,0.018160105,,,,,1101.124,0.009087086,,14.00707637,121174.6024,,,,,,,,,,
0.275136471,0.014667988,,,,,1483.853,0.008061171,,18.75761516,184074.1348,,,,,,,,,,
0.268216133,0.129493713,,,,,1056.526,0.008972645,,2.071267601,117749.6739,,,,,,,,,,
0.264979362,0.023160934,,,,,1106.588,0.007936478,,11.44078893,139430.6199,,,,,,,,,,
0.240953445,0.124400616,,,,,1169.912,0.008324623,,1.936915216,140536.3324,,,,,,,,,,
0.232669353,0.029011011,,,,,1101.124,0.007959366,,8.020035996,138343.1823,,,,,,,,,,
0.251980782,0.014538527,,,,,1483.853,0.008564949,,17.33193394,173247.1488,,,,,,,,,,
0.266523361,0.023984671,,,,,1056.526,0.007377148,,11.1122377,143216.0567,,,,,,,,,,
0.241775513,0.030992985,,,,,1106.588,0.007563114,,7.80097543,146313.8035,,,,,,,,,,
0.242764473,0.031023741,,,,,1169.912,0.007719755,,7.82511931,151547.8113,,,,,,,,,,
0.283503294,0.03315711,,,,,1101.124,0.007628202,,8.550301644,144349.0795,,,,,,,,,,
0.256873608,0.003218651,,,,,1483.853,0.008895397,,79.80785185,166811.326,,,,,,,,,,
0.299529076,0.024263382,,,,,1056.526,0.007634878,,12.34490213,138381.5142,,,,,,,,,,
0.256713867,0.023101091,,,,,1106.588,0.008496523,,11.1126294,130240.1009,,,,,,,,,,
